STOCK REGISTER REPORT (15-02-2026),,,,,,,,
SNo,Product Name,Barcode,Product Code,Category,Subcategory,stock,Avg Cost,Value
212,AQUAFINA 600ML,24067,012000014338,UNAVAILABLE,UNAVAILABLE,-1 Nos,0.100,-0.100
213,L&M LOFT RED 20PCS,41532,7622100750659,UNAVAILABLE,UNAVAILABLE,-22 Nos,1.700,-37.400
214,SALMAN QUBBOOS,41533,400300952,UNAVAILABLE,UNAVAILABLE,"-2,823 Nos",0.150,-423.450
215,7 DAY PROTECTION 250ML,41534,8904406197789,UNAVAILABLE,UNAVAILABLE,-2 Nos,2.900,-5.800
216,DR RHAZES 2 HOUR PRO 110ML,41535,8904406197840,UNAVAILABLE,UNAVAILABLE,-3 Nos,1.250,-3.750
217,GERM KILL 100ML,41537,8904406197888,UNAVAILABLE,UNAVAILABLE,-2 Nos,1.050,-2.100
218,SALTED PENUT BEST 24 PCS,41254,6291014104325,UNAVAILABLE,UNAVAILABLE,-3 Nos,1.500,-4.500
219,NIDHAL ALMONDS 100G,34033,6290655783029,UNAVAILABLE,UNAVAILABLE,-3 Nos,0.700,-2.100
220,MARLBRORO DOUBLE MIX,41477,7622100761327,UNAVAILABLE,UNAVAILABLE,-383 Nos,2.500,-957.500
221,PRAN COCONUT WATER WITH PULP 300ML,41552,670221552628,UNAVAILABLE,UNAVAILABLE,-459 Nos,0.450,-206.550
222,SUN TOP MANGO 250ML,23596,6281012033192,UNAVAILABLE,UNAVAILABLE,"-3,817 Nos",0.200,-763.400
223,SUN COLA 250 ML,20618,6281012033321,UNAVAILABLE,UNAVAILABLE,-865 Nos,0.200,-173.000
224,SUNTOP ORANGE 330 ML,39872,6281012033451,UNAVAILABLE,UNAVAILABLE,-136 Nos,0.350,-47.600
225,MASAFI WAT500ML,37961,6291001000760,UNAVAILABLE,UNAVAILABLE,-12632 Nos,0.100,"-1,263.200"
226,FINE NUTS ALMOND,41554,6297000526195,UNAVAILABLE,UNAVAILABLE,-2 Nos,0.200,-0.400
227,FINE PEANUTS,41558,6297000526102,UNAVAILABLE,UNAVAILABLE,-4 Nos,0.200,-0.800
228,RED BULL,18911,90162602,UNAVAILABLE,UNAVAILABLE,"-9,292 Nos",1.200,"-11,150.400"
229,NIVEA DEO SPRAY PEARL & BEAUTY 150 ML,32134,4005808837311,UNAVAILABLE,UNAVAILABLE,-31 Nos,1.700,-52.700
230,NIVEA NATURAL FAIRNESS 150ML,38645,4005808691982,UNAVAILABLE,UNAVAILABLE,-15 Nos,1.700,-25.500
231,NIVEA DEO MEN -FRESH 150ML,32102,4005808816002,UNAVAILABLE,UNAVAILABLE,-61 Nos,1.700,-103.700
232,NIVEA DEO BALSAM M - DRY 150ML,32104,4005808816026,UNAVAILABLE,UNAVAILABLE,-60 Nos,1.700,-102.000
233,7 DAYS TOFFY,36954,6281183000771,UNAVAILABLE,UNAVAILABLE,-261 Nos,0.225,-58.725
234,R H PISTA CUP,41313,5029138773445,UNAVAILABLE,UNAVAILABLE,-351 Nos,1.100,-386.100
235,R H MIX NUT CUP,41312,5029138777788,UNAVAILABLE,UNAVAILABLE,"-1,256 Nos",1.100,"-1,381.600"
236,SPRITE 1.5 LT,35982,5449000012203,UNAVAILABLE,UNAVAILABLE,-177 Nos,0.600,-106.200
237,COCAKOLA 1.5L,34806,5449000051981,UNAVAILABLE,UNAVAILABLE,-593 Nos,0.600,-355.800
238,DEW 2.25 LTR,27751,012000803871,UNAVAILABLE,UNAVAILABLE,"-2,549 Nos",0.850,"-2,166.650"
239,EFFECT,41559,4025127089604,UNAVAILABLE,UNAVAILABLE,-941 Nos,1.000,-941.000
240,CITY STAR TUNA,41560,6269352103393,UNAVAILABLE,UNAVAILABLE,-8 Nos,0.600,-4.800
241,AL MARAI SU PINAPPLE 1L,40666,6281007051095,UNAVAILABLE,UNAVAILABLE,-9 Nos,1.600,-14.400
242,FRUITEX,41569,839796003427,UNAVAILABLE,UNAVAILABLE,-4 Nos,0.200,-0.800
243,ARWA WATER 500ML,31073,54493704,UNAVAILABLE,UNAVAILABLE,-325 Nos,0.100,-32.500
244,MOUSSY STRAWBERY BOTTLE  330ML,26084,76162961,UNAVAILABLE,UNAVAILABLE,-11 Nos,0.600,-6.600
245,MOUSI LIMON MINT,37647,3080216035079,UNAVAILABLE,UNAVAILABLE,-11 Nos,0.600,-6.600
246,MOUSSY PEACH,17391,76162978,UNAVAILABLE,UNAVAILABLE,-12 Nos,0.600,-7.200
247,MOUSSY APPLE BOTTLE  330ML,26083,76162954,UNAVAILABLE,UNAVAILABLE,-22 Nos,0.600,-13.200
248,MOUSSY POMEGRANT,36970,76162879,UNAVAILABLE,UNAVAILABLE,-22 Nos,0.600,-13.200
249,MOUSSY ICE BERRY,37552,3080216042022,UNAVAILABLE,UNAVAILABLE,-12 Nos,0.600,-7.200
250,POKKA VITAENE - C,19439,4902471046456,UNAVAILABLE,UNAVAILABLE,-1 Nos,0.750,-0.750
251,QUANTA TRPPLE CHOCO,41570,6291003242786,UNAVAILABLE,UNAVAILABLE,-99 Nos,0.400,-39.600
252,POCARI SWEAT 350ML,35346,8997035600690,UNAVAILABLE,UNAVAILABLE,-296 Nos,0.550,-162.800
253,LUSIN WHITE BREAD,41571,6281007060257,UNAVAILABLE,UNAVAILABLE,-144 Nos,0.700,-100.800
254,OCB FILTER,30107014,30107014,UNAVAILABLE,UNAVAILABLE,"-1,663 Nos",1.000,"-1,663.000"
255,SAPIL NICE,41575,6295124017230,UNAVAILABLE,UNAVAILABLE,-9 Nos,1.200,-10.800
256,SAPIL SOLID,41576,6295124017223,UNAVAILABLE,UNAVAILABLE,-8 Nos,1.200,-9.600
257,N DEO B/W POWER MEN 150ML,4005900035653,4005900035653,UNAVAILABLE,UNAVAILABLE,-40 Nos,1.700,-68.000
258,NIVEA DEEP 150 ML,4005900517982,4005900517982,UNAVAILABLE,UNAVAILABLE,-46 Nos,1.700,-78.200
259,FEATHERTOUCH TISSUS,40293,6290653444328,UNAVAILABLE,UNAVAILABLE,-24 Nos,0.300,-7.200
260,CHARCOAL 3KG,41577,6281036115027,UNAVAILABLE,UNAVAILABLE,-56 Nos,1.800,-100.800
261,HERMOOD COCONUT,41581,6263806200614,UNAVAILABLE,UNAVAILABLE,-47 Nos,0.450,-21.150
262,RAWA WATER 500ML,41594,6297000221236,UNAVAILABLE,UNAVAILABLE,-182 Nos,0.100,-18.200
263,DETTOL WIPES 10S,16334,6295120010730,UNAVAILABLE,UNAVAILABLE,-255 Nos,1.200,-306.000
264,DAHABI ZAATAR,40306,9501100308115,UNAVAILABLE,UNAVAILABLE,"-1,041 Nos",0.200,-208.200
265,MASAFI 1.5LTR PURE NATURAT DRINK WATER,37734,6291001000784,UNAVAILABLE,UNAVAILABLE,-4632 Nos,0.200,-926.400
266,CHANKOS,41595,6291003011856,UNAVAILABLE,UNAVAILABLE,-119 Nos,0.150,-17.850
267,ZAKIYA CRISPY24PCS,36501,9501100484321,UNAVAILABLE,UNAVAILABLE,-59 Nos,1.300,-76.700
268,ZAY GLASS CLEANER,41597,024589797915,UNAVAILABLE,UNAVAILABLE,-1 Nos,0.850,-0.850
269,MOONA CLEAN HD WASH ALOVERA,41599,6291108650356,UNAVAILABLE,UNAVAILABLE,-4 Nos,0.600,-2.400
270,MOONA CLEAN HD WASH ROSE,41600,6291108650349,UNAVAILABLE,UNAVAILABLE,-1 Nos,0.600,-0.600
271,LAYS SALT & VINEGAR,11448,6281036114303,UNAVAILABLE,UNAVAILABLE,-14 Nos,0.350,-4.900
272,PEPSI 1LTR,16953,012000002946,UNAVAILABLE,UNAVAILABLE,"-2,479 Nos",0.450,"-1,115.550"
273,FINE TISSUE 150SHT,15825,6251001210316,UNAVAILABLE,UNAVAILABLE,-182 Nos,0.400,-72.800
274,SCHWEPPES GINGER 300ML,20776,5449000060303,UNAVAILABLE,UNAVAILABLE,"-2,142 Nos",0.350,-749.700
275,7 UP 330 ML,39444,012000002533,UNAVAILABLE,UNAVAILABLE,"-2,218 Nos",0.300,-665.400
276,AL MARAI P C CHEESE 120 G,40439,6281007042253,UNAVAILABLE,UNAVAILABLE,-3 Nos,0.550,-1.650
277,FETA CHEESE 200G FULL CREAM,38639,6281007031233,UNAVAILABLE,UNAVAILABLE,-61 Nos,0.800,-48.800
278,RANI TETRA MANGO 250ML,10239,6281034006662,UNAVAILABLE,UNAVAILABLE,-5 Nos,0.200,-1.000
279,LAFZ IBADET,41614,8904406199295,UNAVAILABLE,UNAVAILABLE,-1 Nos,1.800,-1.800
280,L&M 20PCS,41492,7622100750680,UNAVAILABLE,UNAVAILABLE,-138 Nos,1.900,-262.200
281,WTAAWT TOOTH BRUSH,41602,6972518498966,UNAVAILABLE,UNAVAILABLE,-3 Nos,0.800,-2.400
282,PEPSI 250ML,39229,012000800443,UNAVAILABLE,UNAVAILABLE,-934 Nos,0.300,-280.200
283,DAITY MINT LABAN,41618,6260522332391,UNAVAILABLE,UNAVAILABLE,-19 Nos,0.250,-4.750
284,SEVEN UP 2.25 LTR,23828,012000800344,UNAVAILABLE,UNAVAILABLE,-418 Nos,0.850,-355.300
285,CHEES PASTRY,9501100306555,9501100306555,UNAVAILABLE,UNAVAILABLE,"-6,224 Nos",0.200,"-1,244.800"
286,MAZOON LABAN MANGO 200ML,41257,6291108092538,UNAVAILABLE,UNAVAILABLE,-31 Nos,0.200,-6.200
287,MAZOON JEERA LABAN,41620,6073000052397,UNAVAILABLE,UNAVAILABLE,-638 Nos,0.200,-127.600
288,AMBOYU GLASS,41691,62910465,UNAVAILABLE,UNAVAILABLE,-14 Nos,1.000,-14.000
289,KITKAT WHITE 4F,41622,7613287527493,UNAVAILABLE,UNAVAILABLE,-72 Nos,0.350,-25.200
290,KITKAT RASPBERRY  19.5 G,40567,6294003583071,UNAVAILABLE,UNAVAILABLE,-20 Nos,0.200,-4.000
291,KITKAT CARAMEL CRISP 2F,40273,6294003571603,UNAVAILABLE,UNAVAILABLE,-4 Nos,0.200,-0.800
292,NESCAFE RED MUG 100GM,30444,7616100997329,UNAVAILABLE,UNAVAILABLE,-2 Nos,1.900,-3.800
293,OASIS 500*12PCS,41625,6085010030302,UNAVAILABLE,UNAVAILABLE,-256 Nos,0.800,-204.800
294,SUN TOP ORANGE 250ML,15902,6281012033185,UNAVAILABLE,UNAVAILABLE,"-5,454 Nos",0.200,"-1,090.800"
295,FILTRE BLACK,40187,7923854619576,UNAVAILABLE,UNAVAILABLE,-6 Nos,0.500,-3.000
296,REDROSE FILTER COTTON,40467,1000000219180,UNAVAILABLE,UNAVAILABLE,-7 Nos,0.700,-4.900
297,BARBICAN POMEGRANATE NRB,10255,6281034904456,UNAVAILABLE,UNAVAILABLE,-749 Nos,0.500,-374.500
298,BULDAK HOT CHICKEN FLAVOR,8801073113893,8801073113893,UNAVAILABLE,UNAVAILABLE,-852 Nos,0.800,-681.600
299,DOUGHNUT SWITZ,13262,9501100601988,UNAVAILABLE,UNAVAILABLE,"-5,588 Nos",0.200,"-1,117.600"
300,PARLIMENT AQUA BLUE NEW,41636,7622100760245,UNAVAILABLE,UNAVAILABLE,-532 Nos,1.800,-957.600
301,MOUSSY RASPBERRY,12568,76162947,UNAVAILABLE,UNAVAILABLE,-10 Nos,0.600,-6.000
302,STAR LEO 80G,41637,6297000150079,UNAVAILABLE,UNAVAILABLE,-66 Nos,0.368,-24.255
303,FRITZBERG MALT,41639,6297000763736,UNAVAILABLE,UNAVAILABLE,-31 Nos,0.500,-15.500
304,MINI TAKIS35G,757528023027,757528023027,UNAVAILABLE,UNAVAILABLE,"-2,082 Nos",0.400,-832.800
305,COCA COLA 6X330ML,28981,5449000000996,UNAVAILABLE,UNAVAILABLE,"-2,238 Nos",0.300,-671.400
306,R H T MIXTURE,36099,5029138714080,UNAVAILABLE,UNAVAILABLE,-386 Nos,0.400,-154.400
307,EXATICA SCENT STARWBERRY,38515,784978172012,UNAVAILABLE,UNAVAILABLE,-158 Nos,1.300,-205.400
308,KWALITY VANILACORN,37039,6291053110011,UNAVAILABLE,UNAVAILABLE,-166 Nos,0.250,-41.500
309,PRAN BASIL SEED LICHI,41465,841165105830,UNAVAILABLE,UNAVAILABLE,-6 Nos,0.450,-2.700
310,MARAI APPLE 200ML,6281007055321,6281007055321,UNAVAILABLE,UNAVAILABLE,-655 Nos,0.225,-147.375
311,LAYES FRENCH CHEESE 48G,39522,6281036115508,UNAVAILABLE,UNAVAILABLE,-383 Nos,0.350,-134.050
312,LAYS MAX CHILLY 50G,29830,6281036134103,UNAVAILABLE,UNAVAILABLE,-95 Nos,0.350,-33.250
313,LAYES TOMATO KETCHUP 48G,39520,6281036115102,UNAVAILABLE,UNAVAILABLE,-580 Nos,0.350,-203.000
314,MEGA VANILLA,39436,6221007026266,UNAVAILABLE,UNAVAILABLE,-15 Nos,0.450,-6.750
315,KITKAT  CHUNKI 40G,40634,6294003582678,UNAVAILABLE,UNAVAILABLE,-285 Nos,0.400,-114.000
316,MAZOON STW YOUGURT 140G,41642,6073000050379,UNAVAILABLE,UNAVAILABLE,-112 Nos,0.250,-28.000
317,MAZOON MNG YOUGURT 140G,41643,6073000050386,UNAVAILABLE,UNAVAILABLE,-59 Nos,0.250,-14.750
318,MAZOON CHO CUSTURD 100G,41758,6073000050362,UNAVAILABLE,UNAVAILABLE,-9 Nos,0.150,-1.350
319,MAZOON MANGO 200ML,41621,6073000051710,UNAVAILABLE,UNAVAILABLE,-120 Nos,0.275,-33.000
320,MAZOON HARBRID 200ML,41644,6073000052755,UNAVAILABLE,UNAVAILABLE,-1 Nos,0.200,-0.200
321,FAZLEEMANGO 250 ML,39200,846656005668,UNAVAILABLE,UNAVAILABLE,-4 Nos,0.200,-0.800
322,BARBICAN WATERMELON 330ML,39212,6281034908126,UNAVAILABLE,UNAVAILABLE,-23 Nos,0.500,-11.500
323,EXTRA 0.250,39209,0E,UNAVAILABLE,UNAVAILABLE,-2 Nos,0.000,0.000
324,LOV CANDY  30PCS,39210,6297000802060,UNAVAILABLE,UNAVAILABLE,-124 Nos,1.500,-186.000
325,RAWA WATER 1.5ML,41561,6297000221243,UNAVAILABLE,UNAVAILABLE,-154 Nos,0.200,-30.800
326,N. DEO SILVER PROTECT M 150ML,4005808302659,4005808302659,UNAVAILABLE,UNAVAILABLE,-31 Nos,1.700,-52.700
327,KELLOGS  HONEY NUT 375GM,33080,5000127043770,UNAVAILABLE,UNAVAILABLE,-6 Nos,1.400,-8.400
328,IGLOO KING CONE 140ML,14020,6291003095085,UNAVAILABLE,UNAVAILABLE,-570 Nos,0.300,-171.000
329,IGLOO QUANTA GOLD 120ML,21889,6291003098499,UNAVAILABLE,UNAVAILABLE,-894 Nos,0.300,-268.200
330,RAHMA EXTRA VIRGIN OLIVE OIL250ML,12463,6291003053498,UNAVAILABLE,UNAVAILABLE,-3 Nos,1.300,-3.900
331,CLOSE-UP - RED [RED HOT] - EROS,22738,6281006411128,UNAVAILABLE,UNAVAILABLE,-112 Nos,0.525,-58.800
332,AL MUDHISH RIPPLE CRUNCH,30840,9501033112421,UNAVAILABLE,UNAVAILABLE,-143 Nos,0.400,-57.200
333,F/P   SALT/VINEGAR,30832,9501033112261,UNAVAILABLE,UNAVAILABLE,-29 Nos,0.400,-11.600
334,CLOTH,39670,777777,UNAVAILABLE,UNAVAILABLE,-7 Nos,0.000,0.000
335,ALMARAI FRESHYOGHURT 150 G,39729,6281007046466,UNAVAILABLE,UNAVAILABLE,-11 Nos,0.250,-2.750
336,NABIL CREAM CHOCOLATE 90GM,20777,9501025109019,UNAVAILABLE,UNAVAILABLE,-233 Nos,0.150,-34.950
337,OREO STICK,40661,5010238015375,UNAVAILABLE,UNAVAILABLE,-6 Nos,0.800,-4.800
338,CLOSEUP MENTHOLE FRESH 120ML,39897,6221155039620,UNAVAILABLE,UNAVAILABLE,-36 Nos,0.800,-28.800
339,CLOSEUP EVER FRESH 120ML,39896,6221155039774,UNAVAILABLE,UNAVAILABLE,-19 Nos,0.800,-15.200
340,OREO ORGINAL 4*,39905,7622210642301,UNAVAILABLE,UNAVAILABLE,-756 Nos,0.150,-113.400
341,LIPTON ICE TEA 200ML,41261,012000056406,UNAVAILABLE,UNAVAILABLE,-192 Nos,0.400,-76.800
342,EXATICA JASMINE,39927,784978172098,UNAVAILABLE,UNAVAILABLE,-48 Nos,1.300,-62.400
343,CARAMEL CUP CAKE,39935,6281007045872,UNAVAILABLE,UNAVAILABLE,-405 Nos,0.100,-40.500
344,CHOCLAIT CUP CAKE,39936,6281007045841,UNAVAILABLE,UNAVAILABLE,-81 Nos,0.105,-8.505
345,HENNA SPEEDY,39978,663234097071,UNAVAILABLE,UNAVAILABLE,-6 Nos,0.900,-5.400
346,FRESH FRUIT ROSE ROSA,38517,660852110090,UNAVAILABLE,UNAVAILABLE,-53 Nos,0.600,-31.800
347,FRESH FRUIT ROSE ROSA,38518,8410202110087,UNAVAILABLE,UNAVAILABLE,-54 Nos,0.600,-32.400
348,NASCHE CAFE HOT CHOC 20G,41717,6253802460082,UNAVAILABLE,UNAVAILABLE,-21 Nos,0.200,-4.200
349,FRESH FRUIT STRAWBERRY FRESH,38520,660852110045,UNAVAILABLE,UNAVAILABLE,-42 Nos,0.600,-25.200
350,EXOTIC  SLID CHERRY,784978173514,784978173514,UNAVAILABLE,UNAVAILABLE,-31 Nos,1.500,-46.500
351,EXOTI STRWBER SLID,784978173507,784978173507,UNAVAILABLE,UNAVAILABLE,-21 Nos,1.500,-31.500
352,EXOTIC ICE SLIDE,784978173576,784978173576,UNAVAILABLE,UNAVAILABLE,-58 Nos,1.500,-87.000
353,STP POLISH295 ML,38528,071153652545,UNAVAILABLE,UNAVAILABLE,-71 Nos,1.100,-78.100
354,LUX SILK SENSATION 170G,40374,6281006485068,UNAVAILABLE,UNAVAILABLE,-11 Nos,0.450,-4.950
355,LOOZEN LN 40,38533,9501054209032,UNAVAILABLE,UNAVAILABLE,-170 Nos,1.200,-204.000
356,COCA COLA 1LTR,12333,5449000054227,UNAVAILABLE,UNAVAILABLE,-466 Nos,0.500,-233.000
357,OREO SANDWICH,40662,5010238013753,UNAVAILABLE,UNAVAILABLE,-14 Nos,0.800,-11.200
358,FREEZ KIWI 275ML,20376,762571500098,UNAVAILABLE,UNAVAILABLE,-217 Nos,0.700,-151.900
359,BARBICAN REGULAR NRB,10245,6281034007041,UNAVAILABLE,UNAVAILABLE,-359 Nos,0.500,-179.500
360,BARBICAN LEMON NRB,10246,6281034007140,UNAVAILABLE,UNAVAILABLE,-157 Nos,0.500,-78.500
361,7DAYS MINI ROLL STRAW,21953,6281183000276,UNAVAILABLE,UNAVAILABLE,-180 Nos,0.100,-18.000
362,7DAYS ROLL CAKE 20G,41661,6281007059848,UNAVAILABLE,UNAVAILABLE,-107 Nos,0.100,-10.700
363,TIDE FLA PKT 1.5KG,10299,5413149811270,UNAVAILABLE,UNAVAILABLE,-7 Nos,1.950,-13.650
364,GALAXY JEWELS 200G,10361,6294001814153,UNAVAILABLE,UNAVAILABLE,-7 Nos,1.900,-13.300
365,SOUR PUNK COLA,35661,8850632600367,UNAVAILABLE,UNAVAILABLE,-38 Nos,0.200,-7.600
366,SOUR PUNK BLU BERY,35663,8850632602071,UNAVAILABLE,UNAVAILABLE,-76 Nos,0.200,-15.200
367,ACORSA OLIVES GREEN PLAIN JAR,10600,8428916848301,UNAVAILABLE,UNAVAILABLE,-9 Nos,0.850,-7.650
368,FRESHMILK 250ML,39948,6281007044967,UNAVAILABLE,UNAVAILABLE,-301 Nos,0.225,-67.725
369,7 DAYES,39958,6281007042635,UNAVAILABLE,UNAVAILABLE,-21 Nos,0.225,-4.725
370,MAZOON MIXED FRUIT 200ML,41545,6073000051925,UNAVAILABLE,UNAVAILABLE,-268 Nos,0.250,-67.000
371,SPRITE 250 ML BOTTLE,22536,90495816,UNAVAILABLE,UNAVAILABLE,-40 Nos,0.300,-12.000
372,STARBUCKS CARAMEL,40652,5711953041020,UNAVAILABLE,UNAVAILABLE,-113 Nos,1.365,-154.245
373,JELLY MIX,6214155500023,6214155500023,UNAVAILABLE,UNAVAILABLE,-55 Nos,0.600,-33.000
374,DEW 2.245L,40653,012000053610,UNAVAILABLE,UNAVAILABLE,-1 Nos,0.750,-0.750
375,FARAH HAND WASH LIQUD,40654,9501030520014,UNAVAILABLE,UNAVAILABLE,-1 Nos,0.700,-0.700
376,OREO CUP,40657,5903021303080,UNAVAILABLE,UNAVAILABLE,-8 Nos,0.850,-6.800
377,AL MARAI DOUBLECH MILK360ML,40092,6281007032520,UNAVAILABLE,UNAVAILABLE,-234 Nos,0.450,-105.300
378,F/P R.C.CHEESE FLV,30846,9501033112643,UNAVAILABLE,UNAVAILABLE,"-1,020 Nos",0.075,-76.500
379,CADBERRY FLAKE 99,40655,5010693411606,UNAVAILABLE,UNAVAILABLE,-19 Nos,0.750,-14.250
380,OREO CORN,40656,5010238017690,UNAVAILABLE,UNAVAILABLE,-7 Nos,0.600,-4.200
381,CADBERRY DAIRY MILK STICK,40659,5010238013678,UNAVAILABLE,UNAVAILABLE,-17 Nos,0.800,-13.600
382,TOBLERONE CUP ICE CREAM,40658,5010238017324,UNAVAILABLE,UNAVAILABLE,-9 Nos,0.850,-7.650
383,HERMOOD GRAPE,41582,6263806200607,UNAVAILABLE,UNAVAILABLE,-85 Nos,0.450,-38.250
384,SWITZ MADEIRA SLICE (256),21978,6281123034200,UNAVAILABLE,UNAVAILABLE,"-1,081 Nos",0.175,-189.175
385,FINE NUTS,41442,6297000526133,UNAVAILABLE,UNAVAILABLE,-12 Nos,0.200,-2.400
386,FORNO CHEES,36751,6281036194206,UNAVAILABLE,UNAVAILABLE,-647 Nos,0.350,-226.450
387,DOVE BEAUTY BAR PINK [LIGHT HOUSE],6281006592520,6281006473607,UNAVAILABLE,UNAVAILABLE,-44 Nos,0.600,-26.400
388,KUKU CHICHAK,41443,6260104705049,UNAVAILABLE,UNAVAILABLE,-3 Nos,0.150,-0.450
389,LONDON DAIRY SORBET MANGO 100ML,35114,6291003097874,UNAVAILABLE,UNAVAILABLE,-109 Nos,0.750,-81.750
390,LAYES CHILLE 48G,39519,6281036115201,UNAVAILABLE,UNAVAILABLE,-543 Nos,0.350,-190.050
391,AL MARAI CHEES 200G,39633,6281007043359,UNAVAILABLE,UNAVAILABLE,-28 Nos,0.900,-25.200
392,SAHARA MAX EGG,41626,9786528469574,UNAVAILABLE,UNAVAILABLE,-12 Nos,0.600,-7.200
393,AL MARAI MANGO JUICE 200 7325,23268,62811248,UNAVAILABLE,UNAVAILABLE,-433 Nos,0.200,-86.600
394,MAZOON APPLE 200ML,41547,6073000051970,UNAVAILABLE,UNAVAILABLE,-622 Nos,0.200,-124.400
395,MAZOON MIXED BERRY 200ML,41548,6073000052014,UNAVAILABLE,UNAVAILABLE,-988 Nos,0.250,-247.000
396,MAZOON POMERGRANET 200ML,41549,6073000051833,UNAVAILABLE,UNAVAILABLE,-483 Nos,0.250,-120.750
397,ATYAB MUFFIN PLAIN,34380,9501100305343,UNAVAILABLE,UNAVAILABLE,-311 Nos,0.200,-62.200
398,CODE RED 250 ML,40753,6281058102081,UNAVAILABLE,UNAVAILABLE,"-3,889 Nos",0.700,"-2,722.300"
399,FIFACITRUS 250 ML,40693,6281058102104,UNAVAILABLE,UNAVAILABLE,-407 Nos,0.250,-101.750
400,FIFAPOMEGRANATE 250 ML,40694,6281058102258,UNAVAILABLE,UNAVAILABLE,-220 Nos,0.250,-55.000
401,LEEMO 1 250 ML,40695,6281058102036,UNAVAILABLE,UNAVAILABLE,-56 Nos,0.250,-14.000
402,FIFAORANGE 250 ML,40696,6281058102029,UNAVAILABLE,UNAVAILABLE,-430 Nos,0.250,-107.500
403,ALSICOLA 250 ML,40697,6281058102012,UNAVAILABLE,UNAVAILABLE,"-1,453 Nos",0.250,-363.250
404,STREAM 250 ML,40698,6281058102272,UNAVAILABLE,UNAVAILABLE,"-2,445 Nos",0.250,-611.250
405,PRINGLES KETCHUP 165G,38458,5053990101566,UNAVAILABLE,UNAVAILABLE,-92 Nos,1.050,-96.600
406,WINSTON,37349,01231233,UNAVAILABLE,UNAVAILABLE,-29 Nos,1.900,-55.100
407,MAZOON FRESH MILK 200ML,40709,6291108090053,UNAVAILABLE,UNAVAILABLE,-30 Nos,0.175,-5.250
408,VASELIN100ML,39888,6281006408708,UNAVAILABLE,UNAVAILABLE,-62 Nos,0.900,-55.800
409,ALAHS KU P CR 60 G,40763,9556819380013,UNAVAILABLE,UNAVAILABLE,-10 Nos,0.450,-4.500
410,MEGAPRAWN P F S 60 G,40766,9556819700064,UNAVAILABLE,UNAVAILABLE,-10 Nos,0.450,-4.500
411,COOKIEMONSTA MINI,40768,6291003017865,UNAVAILABLE,UNAVAILABLE,-134 Nos,0.150,-20.100
412,CHIPS SMALL,40781,6,UNAVAILABLE,UNAVAILABLE,"-10,794 Nos",0.053,-572.082
413,DORITOS FAMING HOT 23G,41501,6281036008343,UNAVAILABLE,UNAVAILABLE,-59 Nos,0.150,-8.850
414,MARLBORO SILVERBLUE 20 PS,40790,6294003802448,UNAVAILABLE,UNAVAILABLE,-6 Nos,2.400,-14.400
415,KITKAT CONE,39434,6221007019336,UNAVAILABLE,UNAVAILABLE,-2 Nos,0.700,-1.400
416,MAZOONMILK 1 L,40792,6291108090022,UNAVAILABLE,UNAVAILABLE,-14 Nos,0.600,-8.400
417,MIRINDA,39363,012000802805,UNAVAILABLE,UNAVAILABLE,-19 Nos,0.300,-5.700
418,DEW 1LTR,23803,012000002977,UNAVAILABLE,UNAVAILABLE,"-3,067 Nos",0.450,"-1,380.150"
419,7 UP 1L,25010,012000108402,UNAVAILABLE,UNAVAILABLE,"-1,073 Nos",0.450,-482.850
420,DUBAI POPCORN BUTTER20 G,40818,647409780685,UNAVAILABLE,UNAVAILABLE,-489 Nos,0.150,-73.350
421,DUBAI POPCORN SALTED 20 G,40819,647409780678,UNAVAILABLE,UNAVAILABLE,-749 Nos,0.150,-112.350
422,SWITZ MINI CUP CAKE,23578,6281123033173,UNAVAILABLE,UNAVAILABLE,-128 Nos,0.150,-19.200
423,GLAZE HARD,39965,6958404362399,UNAVAILABLE,UNAVAILABLE,-26 Nos,0.800,-20.800
424,NABIL MILK AND MALT 50GM,10697,9501025770219,UNAVAILABLE,UNAVAILABLE,-7 Nos,0.075,-0.525
425,AL MUDHISH MILK POWDER 400GM,30857,9501033116047,UNAVAILABLE,UNAVAILABLE,-26 Nos,1.400,-36.400
426,ULKR COCOA CREM TUBE,11103,8690504005179,UNAVAILABLE,UNAVAILABLE,-319 Nos,0.350,-111.650
427,ALMARAI STAREBERRY MILK 200ML,38870,6281007032582,UNAVAILABLE,UNAVAILABLE,-198 Nos,0.300,-59.400
428,JUMBO KETCHUP 340GM,30705,9501054301019,UNAVAILABLE,UNAVAILABLE,-15 Nos,0.250,-3.750
429,IGLOO RASPEBERRY LOLLY,29221,6291003095030,UNAVAILABLE,UNAVAILABLE,-394 Nos,0.100,-39.400
430,GOOD DAY 145G PISTA,38887,6291007906097,UNAVAILABLE,UNAVAILABLE,-18 Nos,0.350,-6.300
431,COLGATE MAXIUM CAVITY PROTECTION,38936,6281001101116,UNAVAILABLE,UNAVAILABLE,-31 Nos,0.700,-21.700
432,IGLO0 VANILLA MILK ICE,20589,6291003095214,UNAVAILABLE,UNAVAILABLE,-166 Nos,0.100,-16.600
433,SHANI 330 ML,39445,012000002632,UNAVAILABLE,UNAVAILABLE,-732 Nos,0.300,-219.600
434,MAGGI CHIKEN STOCK,39055,6294003543655,UNAVAILABLE,UNAVAILABLE,-24 Nos,0.100,-2.400
