Product name,Total stock value ,In Stock,Sold,Damaged,Return to supplier ,Warehouse returns ,Revoked ,Missing ,Expired 
sensodyne.soingel75ml,1.70,1.00,2.00,,,,,0.00,0.00
Sera chicken 900,3.20,4.00,17.00,,,,,0.00,0.00
serving plate large,0.00,0.00,1.00,,,,,0.00,0.00
serving plate small,0.00,0.00,3.00,,,,,2.00,0.00
sesame oil,0.00,0.00,,,,,,,5.00
sesame seed fried,1.43,3.00,,,,,,,0.00
sesame seed white,0.38,1.00,2.00,,,,,0.00,0.00
sesame seed White 100gm,0.60,3.00,,,,,,,0.00
seven up AAAbettry,0.60,1.00,1.00,,,,,0.00,0.00
seven up AAbettry,0.00,0.00,1.00,,,,,0.00,0.00
Sf Gd123011,13.00,2.00,,,,,,0.00,0.00
sf shocks,0.00,0.00,6.00,,,,,2.00,0.00
sf10518vf 1.9,8.00,1.00,,,,,,0.00,0.00
sf1200w,22.50,3.00,,,,,,0.00,0.00
Shahi,0.70,7.00,2.00,,,,,0.00,0.00
Shahi Arabic cofee,3.30,3.00,13.00,,,,,0.00,0.00
shahi Arabic cofee1kg seelani with cardamom,6.00,4.00,,,,,,0.00,0.00
shampoo,2.00,2.00,,,,,,,0.00
shams amrath,16.20,9.00,,,,,,0.00,0.00
Shani.330ml,3.24,15.00,55.00,,,,,0.00,0.00
share music headphone k38,0.54,2.00,3.00,,,,,0.00,0.00
Sharp,0.50,1.00,,,,,,,0.00
Sharp,0.60,1.00,3.00,,,,,0.00,0.00
Shaving Gel,1.20,2.00,1.00,,,,,0.00,0.00
Shaving gel  500ml,0.70,1.00,2.00,,,,,0.00,0.00
shaving set,8.40,21.00,,,,,,,0.00
shiner,1.40,4.00,2.00,,,,,0.00,0.00
shirt,0.00,0.00,2.00,,,,,1.00,0.00
shocks RH 3p,0.00,0.00,8.00,,,,,0.00,0.00
shoe shine sponge,3.15,7.00,5.00,,,,,0.00,0.00
shoes,4.75,5.00,5.00,,,,,0.00,0.00
shoks,0.90,1.00,,,,,,,0.00
shoo shiner,2.40,6.00,,,,,,,0.00
shorts,0.00,0.00,3.00,,,,,1.00,0.00
shorts,0.00,0.00,5.00,,,,,3.00,0.00
shou sandal,0.00,0.00,4.00,,,,,1.00,0.00
showergel,1.20,1.00,3.00,,,,,4.00,0.00
shugar2kg,0.70,1.00,,,,,,,0.00
shugar2kg,3.00,5.00,13.00,,,,,0.00,0.00
Shurooq cooking oil 1.5l,14.40,9.00,,,,,,,0.00
Shurooq cooking oil 1.5l,16.00,10.00,,,,,,,0.00
Shurooq cooking oil 1.5l,16.00,10.00,,,,,,,0.00
side bag,3.00,3.00,3.00,,,,,0.00,0.00
Signal Paste 100ml,3.60,6.00,22.00,,,,,0.00,0.00
signal small,0.30,1.00,,,,,,,0.00
Signal tooth bresh,3.50,5.00,1.00,,,,,0.00,0.00
signal tooth brush,9.35,11.00,4.00,,,,,0.00,0.00
silicone teat,2.40,8.00,,,,,,,0.00
silky bath salt,3.60,3.00,,,,,,0.00,0.00
silky bath salt lavender,3.60,3.00,,,,,,0.00,0.00
silky gold,3.00,3.00,,,,,,0.00,0.00
silky green,3.00,3.00,,,,,,0.00,0.00
silky lavender,3.00,3.00,,,,,,3.00,0.00
silky red,3.00,3.00,,,,,,0.00,0.00
Silver F/scrub Apricot,2.30,2.00,,,,,,,0.00
Silvet F/scrub Lemon,0.00,0.00,,,,,,,0.00
single,0.05,1.00,1.00,,,,,0.00,0.00
single,0.00,0.00,1.00,,,,,0.00,0.00
single badsheet,10.80,9.00,2.00,,,,,0.00,0.00
Siso Hair Color 20 g,0.00,0.00,18.00,,,,,8.00,0.00
Site detergent 100gm,0.72,8.00,,,,,,,0.00
Site Dish washing.,0.00,0.00,,,,,,,0.00
six r chickpeas wife 500grm,2.75,5.00,3.00,,,,,0.00,0.00
six r masoordal,1.05,3.00,8.00,,,,,0.00,0.00
six r mix nuts,4.80,4.00,10.00,,,,,0.00,0.00
six r pumpkin seed jumbo,1.00,2.00,4.00,,,,,0.00,0.00
six r superseded rosted,0.60,1.00,11.00,,,,,0.00,0.00
six.6turmeric 200grm,3.00,6.00,,,,,,0.00,0.00
sixar,0.40,2.00,,,,,,,0.00
Sixar  basil seeds,4.40,8.00,1.00,,,,,0.00,0.00
Sixar .Garlic Powder,1.50,10.00,,,,,,0.00,0.00
Sixar Ajwan seeds,1.40,4.00,2.00,,,,,0.00,0.00
Sixar almond powder,12.00,8.00,,,,,,0.00,0.00
Sixar almond roasted lemon,6.00,4.00,,,,,,,0.00
sixar almond slices,9.60,6.00,,,,,,0.00,0.00
Sixar Black pepper whole,2.50,5.00,,,,,,,0.00
Sixar black raisins,4.20,7.00,1.00,,,,,0.00,0.00
sixar cashew nut chilly,8.40,6.00,6.00,,,,,0.00,0.00
Sixar chickpeas yellow roasted,0.00,0.00,3.00,,,,,0.00,0.00
Sixar dry dates,5.40,12.00,,,,,,,0.00
sixar flax seed,3.30,6.00,3.00,,,,,0.00,0.00
Sixar golden raisins,1.05,3.00,30.00,,,,,0.00,0.00
sixar green peas roasted,3.15,7.00,1.00,,,,,0.00,0.00
sixar ground nuts,0.40,1.00,,,,,,,0.00
Sixar Mirmiri mixid,0.00,0.00,1.00,,,,,0.00,0.00
sixar peanut oily,1.00,2.00,,,,,,,0.00
Sixar peanut plain white,2.94,7.00,2.00,,,,,0.00,0.00
sixar pistachios salted,7.50,5.00,6.00,,,,,0.00,0.00
Sixar pistachious lemon,10.40,8.00,10.00,,,,,0.00,0.00
Sixar pumpkin seed,0.75,1.00,10.00,,,,,0.00,0.00
Sixar red ball chilly,1.60,8.00,1.00,,,,,0.00,0.00
Sixar Red chilly,0.20,1.00,5.00,,,,,,0.00
sixar sunflower kernek,3.00,5.00,1.00,,,,,0.00,0.00
Sixar sunflower seed,2.50,5.00,8.00,,,,,0.00,0.00
"Sixar,Soya Wadi",0.35,1.00,7.00,,,,,0.00,0.00
Sixar. Black pepper power,2.75,5.00,5.00,,,,,0.00,0.00
Sixar. Garam masala,0.00,0.00,4.00,,,,,0.00,0.00
Sixar. Turmeric powder,1.20,6.00,24.00,,,,,0.00,0.00
Sixar.Bay leaves,0.20,2.00,2.00,,,,,0.00,0.00
Sixar.Chilly power,0.00,0.00,2.00,,,,,0.00,0.00
Sixar.Cinnamon whole tube,0.20,2.00,5.00,,,,,0.00,0.00
Sixar.Coconut Powder,0.70,1.00,5.00,,,,,0.00,0.00
Sixar.Coriander Powder,2.50,5.00,,,,,,,0.00
Sixar.Coriander. powder,3.90,6.00,,,,,,,0.00
Sixar.Cumin powder,1.65,11.00,3.00,,,,,0.00,0.00
Sixar.Cumin whole,0.50,5.00,4.00,,,,,0.00,0.00
Sixar.Fennel seeds,0.30,3.00,9.00,,,,,0.00,0.00
Sixar.Gram Flour,0.00,0.00,,,,,,,0.00
Sixar.Grean peaß,2.00,5.00,3.00,,,,,0.00,0.00
Sixar.Lemon salt,0.60,3.00,1.00,,,,,0.00,0.00
Sixar.Moong Dal,1.25,5.00,9.00,,,,,0.00,0.00
Sixar.Mustard Seeds,0.45,3.00,5.00,,,,,0.00,0.00
Sixar.Red kidney beans,2.80,4.00,,,,,,,0.00
Sixar.Rice flour,4.90,7.00,,,,,,0.00,0.00
Sixar.Semolina,1.30,2.00,,,,,,,0.00
sixarwalnutkernel,4.80,4.00,11.00,,,,,0.00,0.00
SK cake,8.40,21.00,,,,,,,0.00
SK karaseva,0.00,0.00,,,,,,,0.00
SK maduraseva,9.00,18.00,,,,,,,0.00
"Skin Doctor scrub Face,&Body (oud&amber)",2.60,2.00,,,,,,,0.00
skindoctor,1.00,1.00,,,,,,,0.00
small not book,1.20,6.00,5.00,,,,,0.00,0.00
"smallr Power vitamin C"" 150ml",0.00,0.00,74.00,,,,,0.00,0.00
Smoking powch,24.00,12.00,,,,,,,0.00
smoking stick,21.00,21.00,15.00,,,,,0.00,0.00
Smooth,0.80,2.00,1.00,,,,,0.00,0.00
smooth,3.75,5.00,3.00,,,,,0.00,0.00
smooth Black seed oil 200ml,0.75,1.00,,,,,,,0.00
Smooth Delight,0.00,0.00,11.00,,,,,4.00,0.00
smooth five in one oil 200ml,0.75,1.00,,,,,,,0.00
smooth oil,3.00,5.00,,,,,,,0.00
smooth oil,1.40,2.00,,,,,,,0.00
Smooth Seductive,0.00,0.00,1.00,,,,,1.00,0.00
smooth shampoo,3.00,5.00,,,,,,0.00,0.00
smoothoil,2.10,3.00,3.00,,,,,0.00,0.00
smootoil,3.50,5.00,2.00,,,,,0.00,0.00
snakits,1.60,32.00,18.00,,,,,0.00,0.00
snakits,1.90,38.00,12.00,,,,,0.00,0.00
snickers 45g,0.85,4.00,116.00,,,,,0.00,0.00
snickers 50g,9.60,48.00,153.00,,,,,0.00,21.00
Snickers 50g,4.25,17.00,19.00,,,,,,0.00
Snickers creamy,0.00,0.00,,,,,,,0.00
snikers,0.00,0.00,,,,,,,0.00
soap box,1.20,4.00,18.00,,,,,0.00,0.00
SOAP BOX,4.40,22.00,3.00,,,,,0.00,0.00
SOCKET WRENCH SET 10pcs,3.60,2.00,1.00,,,,,0.00,0.00
Socks,4.25,17.00,24.00,,,,,0.00,0.00
socks,0.00,0.00,8.00,,,,,0.00,0.00
Socsmark,0.00,0.00,2.00,,,,,0.00,0.00
Soft Milk candy,1.80,2.00,,,,,,0.00,0.00
Softex Bath Appliances,6.30,9.00,3.00,,,,,0.00,0.00
Sohar Chips 100G,0.00,0.00,25.00,,,,,,0.00
Sohar chips 15 gm,0.59,12.00,537.00,,,,,0.00,0.00
soimi,0.00,0.00,1.00,,,,,,0.00
somalian,1.80,6.00,3.00,,,,,0.00,0.00
somalina,6.05,11.00,,,,,,,0.00
sony,9.00,3.00,,,,,,,0.00
sory,2.80,4.00,12.00,,,,,0.00,0.00
soul of rose,13.20,6.00,,,,,,0.00,0.00
Soup spoon 6pcs set,2.40,4.00,,,,,,,0.00
South stick,0.00,0.00,,,,,,,0.00
soya,0.08,2.00,1.00,,,,,0.00,0.00
Soyoss shamboo 500ml,1.60,1.00,,,,,,,0.00
Spada Chocolate cream wafer 20gm,3.98,159.00,426.00,,,,,0.00,0.00
Spanish Oil,0.00,0.00,4.00,,,,,6.00,0.00
Spanish oil,1.30,2.00,4.00,,,,,0.00,0.00
Spanish Olive Oil,2.40,3.00,,,,,,,0.00
special oud عود خاص,3.20,4.00,,,,,,,0.00
"Special,palak,murukku",0.00,0.00,,,,,,,0.00
Special.Butter.murukku,0.00,0.00,,,,,,,0.00
Specs,18.20,14.00,2.00,,,,,0.00,0.00
Speed 250 ml,0.40,2.00,23.00,,,,,0.00,0.00
Spinach Murukku,0.74,2.00,5.00,,,,,0.00,0.00
Spiral books,1.20,12.00,,,,,,,0.00
Spirals suroor,0.12,3.00,197.00,,,,,0.00,0.00
splach chocolate,1.35,15.00,9.00,,,,,0.00,0.00
Spoon,1.75,5.00,20.00,,,,,0.00,0.00
spoon,12.00,48.00,1.00,,,,,0.00,0.00
Spray bottle,1.00,2.00,,,,,,,0.00
Spray bottles,2.50,5.00,0.00,,,,,,0.00
sprayer set water gun,5.10,3.00,,,,,,,0.00
spread cheese جبن مزون قابلة للدهن 240جرام,1.60,2.00,1.00,,,,,0.00,0.00
spread cheese240g,16.80,21.00,,,,,,,0.00
spreadable cream cheese,7.20,6.00,,,,,,,0.00
Sprite 1.5  Litere,1.00,2.00,276.00,,,,,0.00,0.00
sprite 250 ml Bottil,0.24,1.00,61.00,,,,,9.00,0.00
spru,0.00,0.00,1.00,,,,,0.00,0.00
spry,0.00,0.00,,,,,,,0.00
spry,0.00,0.00,5.00,,,,,5.00,0.00
Stapler,7.70,11.00,,,,,,,0.00
STAPLER,1.00,2.00,2.00,,,,,,0.00
STAPLES,0.90,6.00,4.00,,,,,0.00,0.00
Star Aryan 200ml,0.75,1.00,,,,,,,0.00
star coconut oil,1.60,2.00,1.00,,,,,0.00,0.00
Star Cooton Pleats,1.80,3.00,1.00,,,,,0.00,0.00
Star garlic hair oil,1.50,2.00,,,,,,,0.00
Star Leo sun flower seed 20g,0.00,0.00,855.00,,,,,96.00,0.00
star Leo sunflower seed 25 pes,10.00,5.00,,,,,,,0.00
Star Lip Balm,3.00,6.00,,,,,,,0.00
Star Shaving Gell,3.00,5.00,1.00,,,,,0.00,0.00
STAR Tonic oil 200ml,2.25,3.00,,,,,,2.00,0.00
Star uit,0.00,0.00,41.00,,,,,41.00,0.00
Star. Cotton Pleats,1.20,3.00,1.00,,,,,0.00,0.00
Starbucks,0.00,0.00,6.00,,,,,0.00,0.00
Starbucks,9.00,9.00,10.00,,,,,0.00,0.00
Starbucks frappuccino cookies cream 250 ml,1.00,1.00,14.00,,,,,0.00,0.00
Starbucks golden toffe honeycomb250ml,1.00,1.00,,,,,,,0.00
Starbucks Milk & Coffee,0.00,0.00,7.00,,,,,0.00,0.00
Starbucks Vanilla,13.00,13.00,9.00,,,,,0.00,0.00
steel ball 3 pes,10.00,44.00,13.00,,,,,0.00,0.00
Stereo Headset,0.00,0.00,5.00,,,,,0.00,0.00
Sterio Earphone HD-18,7.20,4.00,,,,,,,0.00
Stick Hook,2.80,4.00,5.00,,,,,0.00,0.00
stiix green,1.50,6.00,14.00,,,,,0.00,0.00
Stinger Malt lemon,0.00,0.00,,,,,,,0.00
stinger.malt.apple.,0.25,1.00,,,,,,,0.00
Stix,4.80,24.00,19.00,,,,,0.00,0.00
stix grilled,2.03,7.00,5.00,,,,,0.00,0.00
stix red hot,0.58,2.00,34.00,,,,,0.00,0.00
straw Berry cup cake,0.00,0.00,8.00,,,,,6.00,0.00
Strawberry,2.10,12.00,200.00,,,,,0.00,0.00
strawberry mazoon icecream,1.50,5.00,5.00,,,,,0.00,0.00
Strawberry milk,13.50,108.00,,,,,,,0.00
Strawberry milk,0.63,5.00,102.00,,,,,1.00,0.00
stutd bleed,1.76,22.00,,,,,,,0.00
sudocream,1.10,1.00,,,,,,,0.00
sufra1.5,1.20,1.00,,,,,,,0.00
sugar 2kg,1.80,3.00,48.00,,,,,0.00,0.00
sulabham rice,2.70,3.00,,,,,,,0.00
sultanah cooking oil 1.5 letar,0.00,0.00,6.00,,,,,5.00,0.00
sultanate tissues,0.00,0.00,62.00,,,,,,0.00
summer man,13.20,6.00,,,,,,0.00,0.00
sun cola,2.07,23.00,1.00,,,,,,0.00
Sun glass,37.60,47.00,18.00,,,,,0.00,0.00
sun glass,1.60,2.00,5.00,,,,,0.00,0.00
sun silk Shampoo Strength 200ml,6.00,10.00,5.00,,,,,0.00,0.00
sun silk Soft&smooth shamboo 200ml,9.60,16.00,2.00,,,,,0.00,0.00
sun top berry mix,2.16,24.00,,,,,,,0.00
Sun Top mango 150 ml,0.80,16.00,,,,,,,0.00
sun top mixfrot,0.00,0.00,,,,,,6.00,0.00
Sun top orange 125 ml,0.00,0.00,,,,,,,0.00
Sun Top Orange 250 ML,3.61,19.00,,,,,,,0.00
sunflower seeds,0.00,0.00,99.00,,,,,0.00,0.00
sunflower seeds best,0.24,3.00,22.00,,,,,0.00,0.00
sunglass,36.80,46.00,14.00,,,,,0.00,0.00
sunglass,20.70,23.00,1.00,,,,,0.00,0.00
SUNGLASSES,2.50,1.00,,,,,,0.00,0.00
sunglasses,4.50,3.00,,,,,,0.00,0.00
sunlife cooking oil 750ml,0.85,1.00,,,,,,,0.00
Sunny tooth bresh,7.60,19.00,5.00,,,,,0.00,0.00
sunny tooth bresh,7.20,18.00,4.00,,,,,0.00,0.00
Sunny tooth bresh,6.40,16.00,2.00,,,,,0.00,0.00
Sunny Toothbresh,10.20,17.00,4.00,,,,,0.00,0.00
sunny toothbrush,5.10,17.00,6.00,,,,,0.00,0.00
Sunsilk,0.00,0.00,2.00,,,,,0.00,0.00
Sunsilk,0.00,0.00,3.00,,,,,0.00,0.00
sunsilk coconut,2.40,2.00,,,,,,0.00,0.00
Sunsilk Cocunat Shampoo 400ml,0.00,0.00,,,,,,,0.00
sunsilk honey,1.00,1.00,,,,,,0.00,0.00
Sunsilk Honey 400ml,1.30,1.00,,,,,,,0.00
Sunsilk Shampoo Shine black200 ml,7.80,13.00,,,,,,0.00,0.00
Sunsilk SheaButter 400ml,3.90,3.00,,,,,,,0.00
Sunsilk soft Smith shampoo 400 ml,6.00,6.00,,,,,,0.00,0.00
Sunsilk Strength 400ml,5.00,5.00,1.00,,,,,0.00,0.00
super blueberry,7.50,25.00,137.00,,,,,0.00,0.00
super bubble gum,0.75,3.00,87.00,,,,,0.00,0.00
Super cable,0.00,0.00,13.00,,,,,8.00,0.00
super guloسوبر جلو3g,1.14,6.00,,,,,,,0.00
super lemon,1.00,4.00,24.00,,,,,0.00,0.00
Super max shaving twin blade,11.04,138.00,,,,,,,0.00
super mojito,0.90,3.00,76.00,,,,,0.00,0.00
super pina colada,0.00,0.00,45.00,,,,,15.00,0.00
Super pomegranate250 ml,7.75,31.00,18.00,,,,,0.00,0.00
super scissors,4.00,10.00,4.00,,,,,0.00,0.00
Super Swan,0.55,1.00,,,,,,,0.00
Super Tutty frutti250ml,1.75,7.00,69.00,,,,,0.00,0.00
super zero,0.00,0.00,3.00,,,,,1.00,0.00
superclean,2.40,3.00,1.00,,,,,0.00,0.00
supper apple &mint,0.00,0.00,51.00,,,,,2.00,0.00
supra 1.5kg,3.00,4.00,,,,,,0.00,0.00
supra 1kg,3.60,4.00,4.00,,,,,0.00,0.00
supra 4sheet,0.80,2.00,18.00,,,,,0.00,0.00
Supreme Vanilla,3.00,3.00,,,,,,,0.00
suroor,0.24,6.00,108.00,,,,,0.00,0.00
Suroor corn wheel chips,0.20,4.00,220.00,,,,,0.00,0.00
Suroor crispy potato chips,0.20,4.00,194.00,,,,,0.00,0.00
Suroor milk powder.900 grm,6.00,3.00,1.00,,,,,0.00,0.00
Suroor milk powder350g,0.00,0.00,4.00,,,,,0.00,0.00
Suroor Pasta,0.00,0.00,118.00,,,,,,0.00
Suroor ready salted 14g,0.05,1.00,280.00,,,,,0.00,0.00
Suroor Ring Ready salted,0.16,4.00,88.00,,,,,0.00,0.00
Suroor rings chilli,0.00,0.00,103.00,,,,,25.00,0.00
suroor Salt & vinegar,2.40,49.00,219.00,,,,,0.00,0.00
surur chips pasta,1.68,42.00,,,,,,,0.00
swabs cotton buds,0.00,0.00,2.00,,,,,2.00,0.00
Swastikas pickle,1.50,6.00,,,,,,,0.00
swastk pickle,0.80,4.00,,,,,,,0.00
sweet,0.00,0.00,,,,,,,0.00
SWEET BANANA CHIPS 500gm,3.56,3.00,,,,,,,0.00
Sweet corn,2.40,12.00,3.00,,,,,0.00,0.00
Sweet Kernel Corn,0.00,0.00,1.00,,,,,0.00,0.00
Sweet lassi 200ml,0.00,0.00,,,,,,,0.00
Sweet of Nuts,5.10,3.00,4.00,,,,,0.00,0.00
sweet secret,5.80,3.00,,,,,,,0.00
Swift Lemon facial,1.00,2.00,,,,,,,0.00
swimming glass,9.90,11.00,1.00,,,,,0.00,0.00
Swiss garden Mushroom whole 400g,3.60,12.00,5.00,,,,,0.00,0.00
swiss.roll,0.16,2.00,,,,,,,0.00
switch,6.00,10.00,,,,,,,0.00
SWITCH 220V,3.00,20.00,,,,,,,0.00
switz Samoosa leaf,0.55,1.00,7.00,,,,,0.00,0.00
Syrup Dates,1.10,1.00,,,,,,,0.00
t shirt,12.00,10.00,5.00,,,,,0.00,0.00
T shirt,0.00,0.00,10.00,,,,,9.00,0.00
t800 ultra,0.00,0.00,3.00,,,,,0.00,0.00
table sheet,0.00,0.00,4.00,,,,,3.00,0.00
table sheets,2.20,11.00,,,,,,,0.00
Tahina,0.00,0.00,1.00,,,,1.00,0.00,6.00
Tahina Extra,4.80,4.00,2.00,,,,,2.00,0.00
tamtam,0.00,0.00,,,,,,,0.00
TANG Mango 375gm,0.00,0.00,5.00,,,,,1.00,0.00
TANG Orange. 375gm,1.20,1.00,5.00,,,,,0.00,0.00
tanwir.1.pes.500ml,0.00,0.00,,,,,,,0.00
tanwirwatar,3.75,25.00,,,,,,,0.00
tap clear small 200,0.40,4.00,2.00,,,,,0.00,0.00
Tapioca chips stick,0.00,0.00,16.00,,,,,2.00,0.00
Tapioca hot chips,0.00,0.00,12.00,,,,,3.00,0.00
tas            بته,5.60,8.00,1.00,,,,,0.00,0.00
tata tea 400gm,5.00,5.00,,,,,,0.00,0.00
Tayas Midi Cola,0.85,17.00,31.00,,,,,0.00,0.00
TD brushes,0.80,2.00,2.00,,,,,0.00,0.00
tea cup,3.97,21.00,110.00,,,,,0.00,0.00
tea cup glass,10.80,54.00,1.00,,,,,0.00,0.00
teeba rice,0.00,0.00,5.00,,,,,2.00,0.00
temper body spry,0.00,0.00,,,,,,,0.00
Tester,3.40,17.00,3.00,,,,,0.00,0.00
Tester perfume,1.60,2.00,1.00,,,,,0.00,0.00
TG-ll plus,3.30,6.00,,,,,,,0.00
the bell,2.50,5.00,,,,,,,0.00
Tiara cream caramel,0.60,4.00,,,,,,,0.00
Tibet snow,0.00,0.00,13.00,,,,,0.00,0.00
TIDE  2.5KG,0.00,0.00,4.00,,,,,0.00,0.00
TIDE 1.5 kg,1.80,1.00,,,,,,,0.00
Tide 1.5kg,0.00,0.00,7.00,,,,,0.00,0.00
Tide 260g Washing Powder,1.46,6.00,50.00,,,,,0.00,0.00
Tide Jasmine (110g),1.60,16.00,315.00,,,,,0.00,0.00
tifanny nutty bite,0.00,0.00,1.00,,,,,0.00,0.00
Tiffany Almond,0.15,1.00,46.00,,,,,0.00,0.00
Tiffany Cashew  81gm,3.12,26.00,72.00,,,,,0.00,0.00
Tiffany coconut almound,6.75,45.00,,,,,,,0.00
Tiffany Cookie monsta mini 32 gm,4.32,48.00,49.00,,,,,0.00,0.00
Tiffany delights,11.90,34.00,22.00,,,,,0.00,0.00
Tiffany Kraemer,0.24,6.00,50.00,,,,,0.00,0.00
TIFFANY mixed nuts,5.40,36.00,68.00,,,,,0.00,0.00
TIFFANY NUTTY BITES 81G,0.00,0.00,78.00,,,,,20.00,0.00
Tiffiny COCOzoo,0.81,9.00,,,,,,,0.00
TiffNy nutty bites peanuts,4.65,31.00,27.00,,,,,0.00,20.00
tigerbalm,3.00,6.00,,,,,,,0.00
TigerBlam white 10gm,8.80,22.00,,,,,,,0.00
Tilda basmati5kg,76.00,19.00,2.00,,,,,0.00,0.00
Tip Top,4.60,23.00,,,,,,,0.00
Tip top hard-line marker,0.10,1.00,2.00,,,,,0.00,0.00
Tip Top Pencils,9.20,23.00,1.00,,,,,0.00,0.00
tipec mi,15.00,5.00,,,,,,,0.00
tishew celebration,6.60,6.00,4.00,,,,,0.00,0.00
TN data cable,2.25,9.00,1.00,,,,,0.00,0.00
toblorone,5.22,23.00,,,,,,,0.00
Toilet Ball,3.60,9.00,2.00,,,,,0.00,0.00
toilet boll,4.50,9.00,,,,,,,0.00
toilet bowl,0.50,1.00,1.00,,,,,0.00,0.00
toilet brush,3.00,5.00,,,,,,,0.00
toilet brush,3.00,3.00,3.00,,,,,,0.00
toilet fresh,2.00,2.00,,,,,,,0.00
tola nestle,0.00,0.00,44.00,,,,,20.00,0.00
Tomato chips,1.58,4.00,7.00,,,,,0.00,0.00
tomato ketchup,0.15,1.00,,,,,,,0.00
TOMATO KETCHUP CHIPS,0.00,0.00,44.00,,,,,17.00,0.00
Tomato moisturizer,3.60,4.00,,,,,,,0.00
Tomato paste,0.00,0.00,31.00,,,,,,0.00
tomato pasteمعجون طماطم المدهش,1.50,30.00,70.00,,,,,0.00,0.00
tomatoface.wash,3.50,5.00,,,,,,,0.00
Tomattomurukku,0.00,0.00,,,,,,,0.00
tonikwater,0.00,0.00,,,,,,,0.00
tool set,3.00,3.00,,,,,,,0.00
tool set,4.80,3.00,,,,,,,0.00
tooth brush,7.60,19.00,10.00,,,,,0.00,0.00
Tooth pick,0.00,0.00,1.00,,,,,0.00,0.00
Toothbrush,16.10,23.00,2.00,,,,,0.00,0.00
toothbrush,0.00,0.00,3.00,,,,,1.00,0.00
Toothpic,1.70,11.00,1.00,,,,,0.00,0.00
toothpic,1.80,9.00,3.00,,,,,0.00,0.00
top fruit orange 1 litr,1.10,2.00,,,,,,,0.00
Top fruit Premium Mango Mixed,0.00,0.00,4.00,,,,,,0.00
top fruit.appl,2.50,5.00,3.00,,,,,,0.00
top fruit.mango.mixfruit,1.50,3.00,,,,,,,0.00
top ten .popcorn,1.35,9.00,92.00,,,,,0.00,0.00
top ten Dates 400 gm,0.00,0.00,15.00,,,,,1.00,0.00
top ten mixture,9.75,39.00,120.00,,,,,0.00,0.00
Top tenchana dal rost 150gm,10.80,36.00,172.00,,,,,0.00,0.00
topfruit,0.00,0.00,,,,,,,0.00
topfruit red fruit mix 250ml,21.10,211.00,294.00,,,,,0.00,0.00
topy,0.00,0.00,4.00,,,,,2.00,0.00
torch,6.00,5.00,1.00,,,,,0.00,0.00
torch,0.00,0.00,1.00,,,,,0.00,0.00
torch smol,0.90,1.00,5.00,,,,,0.00,0.00
Tortilla pizza flavour 100 gm,0.00,0.00,42.00,,,,,3.00,0.00
Torx key set,5.10,3.00,,,,,,,0.00
Total power,9.90,11.00,13.00,,,,,0.00,0.00
Touch me F/wash cofee,6.40,8.00,,,,,,,0.00
Touch me F/Wash cotton milk,2.40,3.00,,,,,,,0.00
Touch me F/wash oil control,0.00,0.00,,,,,,,0.00
Touch me F/wash with Banana,0.80,1.00,,,,,,,0.00
Touch me F/wash with Green tea,0.00,0.00,,,,,,3.00,0.00
Touch me F/wash With milk,0.00,0.00,,,,,,,0.00
Touch me F/wash with Yogurt milk,1.60,2.00,,,,,,,0.00
touch me.facewash,0.00,0.00,1.00,,,,,0.00,0.00
Touch tissue,4.83,21.00,84.00,,,,,0.00,0.00
Touch tissue full,0.00,0.00,1.00,,,,,0.00,0.00
touchme soap,0.00,0.00,,,,,,,0.00
Tova apricot jam,0.80,2.00,,,,,,,0.00
Tova orange jam,0.00,0.00,2.00,,,,,0.00,8.00
Tova strawberry jam,0.00,0.00,14.00,,,,,4.00,0.00
Towa cherry jam,0.00,0.00,5.00,,,,,0.00,2.00
towel,0.00,0.00,2.00,,,,,0.00,0.00
towel,1.80,2.00,10.00,,,,,0.00,0.00
towel,0.00,0.00,5.00,,,,,3.00,0.00
towel low quality,12.10,17.00,4.00,,,,,0.00,0.00
Towels,1.30,1.00,4.00,,,,,0.00,0.00
Tox,0.00,0.00,7.00,,,,,7.00,0.00
track pant,0.00,0.00,4.00,,,,,0.00,0.00
tramontina knife,5.00,10.00,3.00,,,,,0.00,0.00
travel adapter,2.60,4.00,1.00,,,,,0.00,0.00
Travel Adaptor,0.00,0.00,,,,,,,0.00
triky,0.60,4.00,20.00,,,,,0.00,0.00
trimmer,4.50,1.00,,,,,,,0.00
tropical juice,0.00,0.00,103.00,,,,,0.00,0.00
Tropical. mixed fruits 300ml,0.30,1.00,2.00,,,,,0.00,0.00
tummy trimmer,8.00,2.00,,,,,,0.00,0.00
Tuna sandwich,9.75,13.00,5.00,,,,,0.00,0.00
Turmeric powder,1.73,3.00,0.00,,,,,,0.00
Turmeric powder,0.75,1.00,3.00,,,,,0.00,0.00
turmericsoap.135gm,2.10,7.00,,,,,,,0.00
Twinnings Tea Bag,4.00,2.00,,,,,,,0.00
Twix 50g,7.43,27.00,268.00,,,,,0.00,0.00
two apple,11.00,11.00,1.00,,,,,0.00,0.00
Type c headphone,1.50,1.00,,,,,,,0.00
Type-C Aux cabel,9.20,4.00,,,,,,,0.00
Type-c aux cabel,6.00,3.00,,,,,,,0.00
U F C,0.00,0.00,1.00,,,,,0.00,2.00
u66,18.00,9.00,2.00,,,,,0.00,0.00
uhu stic,0.00,0.00,4.00,,,,,0.00,0.00
Ulker kat kat tat,0.00,0.00,92.00,,,,,0.00,0.00
